"number","project","owner","reviewer","date","rscore","vscore"
"53442","platform/packages/apps/Settings","Henrik Baard","Amith Yamasani","2013-03-12 21:56:41.509000000",0,1
"53981","platform/packages/apps/Settings","Jaewan Kim","Jeff Sharkey","2013-03-19 16:45:05.431000000",0,0
"53981","platform/packages/apps/Settings","Jaewan Kim","Jaewan Kim","2013-03-19 17:13:34.197000000",0,0
"53981","platform/packages/apps/Settings","Jaewan Kim","Jeff Sharkey","2013-03-19 17:31:00.610000000",0,0
"53981","platform/packages/apps/Settings","Jaewan Kim","Jaewan Kim","2013-03-20 02:23:42.205000000",0,0
"53981","platform/packages/apps/Settings","Jaewan Kim","Jeff Sharkey","2013-03-20 17:08:24.738000000",2,1
"53981","platform/packages/apps/Settings","Jaewan Kim","Jaewan Kim","2013-03-21 01:41:51.572000000",0,0
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Robert Greenwalt","2013-03-19 16:18:13.356000000",1,0
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Deckard Autoverifier","2013-03-19 20:21:35.286000000",0,-1
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Robert Greenwalt","2013-07-31 16:50:22.308000000",-1,0
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Takeshi Aimi","2013-07-31 18:13:51.699000000",0,0
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Robert Greenwalt","2013-07-31 18:14:30.592000000",0,1
"54000","platform/frameworks/opt/telephony","Takeshi Aimi","Robert Greenwalt","2013-07-31 18:14:43.538000000",2,0
"54010","platform/packages/apps/Settings","Johan Redestig","Jeff Sharkey","2013-03-25 17:53:53.258000000",0,0
"54010","platform/packages/apps/Settings","Johan Redestig","Kenneth Westin","2013-03-25 19:29:36.386000000",0,0
"54010","platform/packages/apps/Settings","Johan Redestig","Kenneth Westin","2013-03-25 19:58:49.115000000",0,0
"54010","platform/packages/apps/Settings","Johan Redestig","Johan Redestig","2013-03-26 07:03:46.562000000",0,0
"54010","platform/packages/apps/Settings","Johan Redestig","Deckard Autoverifier","2013-04-07 00:57:49.311000000",0,1
"54010","platform/packages/apps/Settings","Johan Redestig","Amith Yamasani","2013-04-16 13:16:16.317000000",2,0
"54206","platform/frameworks/opt/telephony","Ajay Nambi","Deckard Autoverifier","2013-03-23 03:33:01.586000000",0,-1
"54206","platform/frameworks/opt/telephony","Ajay Nambi","Wink Saville","2013-04-10 21:53:49.655000000",1,0
"54206","platform/frameworks/opt/telephony","Ajay Nambi","Wink Saville","2013-04-10 23:58:39.037000000",2,1
"54206","platform/frameworks/opt/telephony","Ajay Nambi","Deckard Autoverifier","2013-04-11 17:18:58.917000000",0,0
"54272","platform/frameworks/opt/telephony","Johan Redestig","Wink Saville","2013-03-21 12:25:27.793000000",2,1
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-03-21 18:57:06.486000000",-1,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Alex Yakavenka","2013-03-21 19:03:58.421000000",0,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-03-21 19:32:49.090000000",0,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Deckard Autoverifier","2013-03-23 05:17:59.832000000",0,-1
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-03-25 23:29:07.409000000",-1,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Alex Yakavenka","2013-03-26 19:49:41.474000000",0,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Alex Yakavenka","2013-03-26 19:52:40.566000000",0,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-03-26 21:39:18.457000000",-1,0
"54310","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-03-26 21:55:07.434000000",2,1
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Deckard Autoverifier","2013-03-23 07:17:58.080000000",0,1
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Deckard Autoverifier","2013-09-25 16:29:53.368000000",0,1
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Ajay Nambi","2013-09-26 05:34:18.579000000",1,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Wink Saville","2013-09-26 15:38:49.127000000",-1,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Wink Saville","2013-09-26 15:43:39.252000000",0,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Deckard Autoverifier","2013-10-02 17:20:35.543000000",0,-1
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Wink Saville","2013-10-03 19:32:58.221000000",-1,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","sudheer reddy yampalla","2013-10-08 19:29:18.910000000",0,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Ajay Nambi","2013-10-09 17:09:22.494000000",1,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Deckard Autoverifier","2013-10-18 03:55:21.864000000",0,1
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","John Huang","2013-11-20 23:57:07.863000000",0,0
"54441","platform/frameworks/opt/telephony","Sudheer Reddy Yampalla","Wink Saville","2013-11-21 22:36:46.610000000",2,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-03-22 05:53:05.511000000",0,0
"54460","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-03-22 05:56:19.395000000",0,0
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-03-22 22:11:36.010000000",0,-1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-03-23 05:20:40.429000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-09-25 16:29:54.108000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-10-02 15:57:54.842000000",0,-1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-10-08 03:52:37.900000000",0,-1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-10-18 04:07:29.601000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2014-05-05 17:50:50.109000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2014-06-25 06:15:00.133000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2014-12-28 16:53:19.659000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2014-12-30 07:54:22.752000000",0,1
"54460","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2015-04-01 23:55:53.260000000",2,1
"54812","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-03-28 18:33:31.262000000",0,0
"54812","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-03-28 20:01:33.989000000",0,1
"54812","platform/packages/apps/Settings","Kenny Root","Irfan Sheriff","2013-03-28 20:16:20.777000000",2,0
"54872","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-03-29 18:24:10.930000000",0,1
"54872","platform/packages/apps/Settings","Kenny Root","Amith Yamasani","2013-03-29 18:27:23.268000000",0,0
"54872","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-03-29 18:49:34.426000000",0,1
"54872","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-03-29 18:49:40.275000000",0,1
"54872","platform/packages/apps/Settings","Kenny Root","Amith Yamasani","2013-03-29 18:50:20.424000000",2,0
"55342","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-04-08 17:03:29.128000000",0,1
"55342","platform/packages/apps/Settings","Kenny Root","Jeff Sharkey","2013-04-08 17:22:12.951000000",2,0
"55342","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-04-08 17:34:32.020000000",2,1
"57671","platform/packages/apps/Settings","Kenny Root","Brian Carlstrom","2013-04-27 21:33:54.030000000",2,0
"57671","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-04-27 21:39:29.135000000",0,1
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Anju Mathapati","2013-04-29 17:42:57.693000000",0,0
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Deckard Autoverifier","2013-04-29 21:56:49.385000000",0,1
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Wink Saville","2013-04-29 23:36:54.686000000",-1,0
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Anju Mathapati","2013-05-07 17:24:18.382000000",0,0
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Jake Hamby","2013-05-07 18:04:10.513000000",-1,0
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Anju Mathapati","2013-05-07 18:14:29.087000000",0,0
"57675","platform/frameworks/opt/telephony","Anju Mathapati","Jake Hamby","2013-05-07 22:47:32.201000000",2,1
"57679","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-04-29 20:56:43.159000000",0,1
"57679","platform/packages/apps/Settings","Kenny Root","Brian Carlstrom","2013-04-29 21:17:40.702000000",2,0
"58434","platform/frameworks/opt/telephony","Gao Rong","Deckard Autoverifier","2013-05-15 12:35:18.577000000",0,1
"58434","platform/frameworks/opt/telephony","Gao Rong","Wink Saville","2013-05-15 17:02:50.792000000",2,1
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-05-15 04:07:38.891000000",0,-1
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Ajay Nambi","2013-09-06 21:14:26.966000000",1,0
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Ajay Nambi","2013-09-09 20:12:20.155000000",1,0
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-09-10 02:33:40.162000000",0,1
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2014-03-18 13:14:00.387000000",0,1
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2014-04-11 11:50:27.150000000",0,1
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2014-04-11 11:51:06.388000000",0,0
"58733","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Wink Saville","2014-04-11 17:19:06.252000000",2,1
"59013","platform/packages/apps/Settings","Henrik Baard","Deckard Autoverifier","2013-05-20 18:01:35.229000000",0,1
"59013","platform/packages/apps/Settings","Henrik Baard","Amith Yamasani","2013-05-20 18:07:20.336000000",2,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Wink Saville","2013-05-31 22:17:03.054000000",-1,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2013-06-01 12:17:49.112000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Johan Redestig","2013-06-07 08:23:13.605000000",0,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2013-12-04 12:25:05.233000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2014-01-10 02:18:03.968000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Johan Redestig","2014-01-10 08:32:45.120000000",0,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2014-02-02 23:27:12.376000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2014-04-21 08:25:29.445000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Deckard Autoverifier","2014-04-21 08:25:46.310000000",0,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Conley Owens","2014-04-30 16:50:51.275000000",0,1
"59861","platform/frameworks/opt/telephony","Johan Redestig","Wink Saville","2014-05-01 15:40:05.272000000",2,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Wink Saville","2014-05-01 15:40:47.008000000",2,0
"59861","platform/frameworks/opt/telephony","Johan Redestig","Wink Saville","2014-05-01 15:41:11.058000000",0,1
"60670","platform/frameworks/opt/telephony","Antonio Marin","Jean-Baptiste Queru","2013-06-13 21:17:51.976000000",0,0
"60670","platform/frameworks/opt/telephony","Antonio Marin","Deckard Autoverifier","2013-06-14 01:35:37.877000000",0,-1
"60670","platform/frameworks/opt/telephony","Antonio Marin","Jean-Baptiste Queru","2013-07-29 16:46:56.952000000",0,0
"60670","platform/frameworks/opt/telephony","Antonio Marin","Deckard Autoverifier","2013-08-03 00:13:54.104000000",0,-1
"60670","platform/frameworks/opt/telephony","Antonio Marin","Deckard Autoverifier","2014-01-02 21:49:45.044000000",0,-1
"60670","platform/frameworks/opt/telephony","Antonio Marin","Wink Saville","2014-02-13 04:26:14.300000000",2,1
"61350","platform/packages/apps/Settings","Elliott Hughes","Svetoslav Ganov","2013-06-25 00:17:33.494000000",0,0
"61350","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-06-25 00:24:27.808000000",0,0
"61350","platform/packages/apps/Settings","Elliott Hughes","Johan Redestig","2013-06-25 06:15:09.872000000",0,0
"61350","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-06-25 16:53:20.576000000",2,1
"61350","platform/packages/apps/Settings","Elliott Hughes","Johan Redestig","2013-06-25 19:05:45.882000000",0,0
"61378","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-06-25 17:19:43.383000000",0,0
"61378","platform/packages/apps/Settings","Elliott Hughes","Deckard Autoverifier","2013-06-25 20:46:44.202000000",0,1
"61378","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-06-27 21:52:23.247000000",2,0
"61510","platform/system/vold","Bjorn Andersson","Deckard Autoverifier","2013-06-27 19:59:14.242000000",0,1
"61510","platform/system/vold","Bjorn Andersson","Kenny Root","2013-10-02 15:41:03.739000000",2,0
"61510","platform/system/vold","Bjorn Andersson","Deckard Autoverifier","2013-10-05 18:13:47.435000000",0,-1
"61510","platform/system/vold","Bjorn Andersson","Deckard Autoverifier","2013-10-10 10:07:31.668000000",0,1
"61565","platform/frameworks/opt/telephony","Gao Rong","Deckard Autoverifier","2013-06-28 11:00:38.395000000",0,1
"61565","platform/frameworks/opt/telephony","Gao Rong","Wink Saville","2013-06-28 13:37:35.694000000",2,1
"61580","platform/packages/apps/Settings","Johan Redestig","Deckard Autoverifier","2013-06-28 14:05:21.287000000",0,1
"61580","platform/packages/apps/Settings","Johan Redestig","Robert Greenwalt","2013-06-28 15:05:15.838000000",2,1
"61582","platform/packages/apps/Settings","Henrik Baard","Deckard Autoverifier","2013-06-28 17:01:12.533000000",0,1
"61582","platform/packages/apps/Settings","Henrik Baard","Deckard Autoverifier","2013-12-31 18:17:19.603000000",0,1
"61582","platform/packages/apps/Settings","Henrik Baard","Deckard Autoverifier","2014-02-02 05:54:06.657000000",0,1
"61582","platform/packages/apps/Settings","Henrik Baard","Henrik Baard","2014-02-03 11:51:20.344000000",0,0
"61582","platform/packages/apps/Settings","Henrik Baard","Jeff Sharkey","2014-02-06 22:29:09.946000000",2,0
"61616","platform/system/vold","Nick Kralevich","Deckard Autoverifier","2013-07-01 18:11:58.837000000",0,1
"61616","platform/system/vold","Nick Kralevich","Alex Klyubin","2013-07-02 16:04:32.173000000",1,0
"61616","platform/system/vold","Nick Kralevich","Nick Kralevich","2013-07-02 16:05:20.790000000",2,1
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-07-10 10:04:55.562000000",0,-1
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Jean-Baptiste Queru","2013-07-30 16:41:22.722000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-08-24 03:17:53.451000000",0,-1
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Wink Saville","2013-09-04 23:48:14.014000000",-1,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-09-05 00:08:43.596000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Wink Saville","2013-09-05 03:40:36.282000000",-1,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-09-05 05:07:19.920000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-09-06 00:01:27.824000000",1,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Wink Saville","2013-09-06 01:26:29.174000000",1,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-09-06 02:21:30.392000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-09-06 07:12:44.731000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-09-19 02:53:39.766000000",0,1
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-09-22 23:17:51.462000000",0,0
"61851","platform/frameworks/opt/telephony","Sungmin Choi","Wink Saville","2013-09-24 17:11:33.312000000",2,1
"61970","platform/packages/apps/Settings","Hong Chen","Robert Greenwalt","2013-07-10 16:03:55.614000000",-1,0
"61970","platform/packages/apps/Settings","Hong Chen","Deckard Autoverifier","2013-07-10 19:22:46.923000000",0,-1
"61970","platform/packages/apps/Settings","Hong Chen","Hong Chen","2013-07-11 01:46:13.299000000",0,0
"61970","platform/packages/apps/Settings","Hong Chen","Deckard Autoverifier","2013-07-11 11:07:29.923000000",0,-1
"61970","platform/packages/apps/Settings","Hong Chen","Hong Chen","2013-07-17 07:06:45.834000000",0,0
"61970","platform/packages/apps/Settings","Hong Chen","Robert Greenwalt","2013-07-18 22:50:59.054000000",0,0
"61970","platform/packages/apps/Settings","Hong Chen","Robert Greenwalt","2013-07-19 00:16:35.746000000",2,1
"61970","platform/packages/apps/Settings","Hong Chen","Deckard Autoverifier","2013-07-19 00:17:00.111000000",0,0
"62248","platform/packages/apps/Settings","Takeshi Aimi","Deckard Autoverifier","2013-08-22 15:48:23.810000000",0,1
"62248","platform/packages/apps/Settings","Takeshi Aimi","Jeff Sharkey","2014-01-08 21:23:50.235000000",2,0
"62248","platform/packages/apps/Settings","Takeshi Aimi","Deckard Autoverifier","2014-01-09 22:13:47.415000000",0,1
"62248","platform/packages/apps/Settings","Takeshi Aimi","Takeshi Aimi","2014-01-10 22:15:54.552000000",0,1
"62407","platform/packages/apps/Settings","Jun Su","Deckard Autoverifier","2013-08-05 06:38:57.279000000",0,1
"62407","platform/packages/apps/Settings","Jun Su","Jun Su","2014-01-28 03:22:16.540000000",1,0
"62407","platform/packages/apps/Settings","Jun Su","Deckard Autoverifier","2014-02-01 06:46:39.874000000",0,1
"62407","platform/packages/apps/Settings","Jun Su","Jeff Sharkey","2014-02-06 22:25:24.789000000",2,0
"62407","platform/packages/apps/Settings","Jun Su","Jeff Sharkey","2014-02-06 22:25:48.530000000",0,0
"62566","platform/packages/apps/Settings","Birdson Chen","Robert Greenwalt","2013-07-26 14:31:55.107000000",-1,0
"62566","platform/packages/apps/Settings","Birdson Chen","Birdson Chen","2013-07-26 15:24:44.034000000",0,0
"62566","platform/packages/apps/Settings","Birdson Chen","Robert Greenwalt","2013-07-26 15:40:04.703000000",0,0
"62566","platform/packages/apps/Settings","Birdson Chen","Birdson Chen","2013-07-26 15:48:31.321000000",0,0
"62566","platform/packages/apps/Settings","Birdson Chen","Birdson Chen","2013-07-29 02:44:23.073000000",0,0
"62566","platform/packages/apps/Settings","Birdson Chen","Robert Greenwalt","2013-07-29 23:43:33.185000000",2,1
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-08-01 21:35:44.497000000",2,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-08-01 21:38:54.795000000",0,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Alex Yakavenka","2013-08-01 21:42:28.252000000",0,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Ajay Nambi","2013-08-02 00:49:44.292000000",1,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-08-02 03:43:57.863000000",2,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Shareef Ali","2013-08-02 09:16:15.441000000",0,0
"62943","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-08-02 18:40:30.269000000",0,1
"62996","platform/frameworks/opt/telephony","Elliott Hughes","Robert Greenwalt","2013-08-02 18:54:41.335000000",2,0
"62996","platform/frameworks/opt/telephony","Elliott Hughes","Elliott Hughes","2013-08-02 18:55:02.194000000",0,1
"63090","platform/packages/apps/Settings","Danny Baumann","Dianne Hackborn","2013-08-05 18:11:11.187000000",2,1
"63561","platform/frameworks/opt/telephony","Robert Greenwalt","Wink Saville","2013-08-12 21:04:37.503000000",1,0
"63561","platform/frameworks/opt/telephony","Robert Greenwalt","Robert Greenwalt","2013-08-12 21:10:10.135000000",2,1
"63695","platform/packages/apps/Settings","Jianzheng Zhou","Deckard Autoverifier","2013-08-15 13:33:22.616000000",0,1
"63695","platform/packages/apps/Settings","Jianzheng Zhou","Robert Greenwalt","2013-08-15 14:12:52.345000000",0,0
"63695","platform/packages/apps/Settings","Jianzheng Zhou","Robert Greenwalt","2013-08-15 14:13:09.382000000",2,1
"63839","platform/frameworks/opt/telephony","Robert Greenwalt","Wink Saville","2013-08-19 23:02:53.361000000",-1,0
"63839","platform/frameworks/opt/telephony","Robert Greenwalt","Wink Saville","2013-08-19 23:07:03.723000000",2,0
"63839","platform/frameworks/opt/telephony","Robert Greenwalt","Deckard Autoverifier","2013-08-21 09:37:49.709000000",0,1
"63839","platform/frameworks/opt/telephony","Robert Greenwalt","Sungmin Choi","2013-08-23 00:14:00.963000000",1,0
"63881","platform/frameworks/opt/telephony","Danny Baumann","Deckard Autoverifier","2013-08-20 21:00:09.691000000",0,1
"63881","platform/frameworks/opt/telephony","Danny Baumann","Wink Saville","2013-08-22 15:53:56.657000000",1,0
"63881","platform/frameworks/opt/telephony","Danny Baumann","Santos Cordon","2013-08-22 16:03:04.307000000",1,0
"63881","platform/frameworks/opt/telephony","Danny Baumann","Wink Saville","2013-08-22 17:59:28.884000000",2,1
"64678","platform/frameworks/opt/telephony","Duho Ro","Rakesh Pallerla","2013-09-03 08:45:53.119000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Deckard Autoverifier","2013-09-03 14:50:43.647000000",0,1
"64678","platform/frameworks/opt/telephony","Duho Ro","Alex Yakavenka","2013-09-06 21:40:48.285000000",-1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Wink Saville","2013-09-06 22:49:25.175000000",-1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Wink Saville","2013-09-09 15:43:00.761000000",-1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Duho Ro","2013-09-09 18:18:41.451000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Abhishek Adappa","2013-09-10 00:40:48.205000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Duho Ro","2013-09-10 01:16:44.968000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Abhishek Adappa","2013-09-10 19:01:23.259000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Duho Ro","2013-09-10 20:05:10.479000000",0,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Wink Saville","2013-09-11 00:49:14.045000000",-1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Abhishek Adappa","2013-09-11 02:21:46.337000000",1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Wink Saville","2013-09-11 04:21:18.412000000",1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Rakesh Pallerla","2013-09-12 10:49:53.126000000",1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Abhishek Adappa","2013-09-12 16:43:46.249000000",1,0
"64678","platform/frameworks/opt/telephony","Duho Ro","Deckard Autoverifier","2013-09-14 05:03:08.227000000",0,1
"64678","platform/frameworks/opt/telephony","Duho Ro","Wink Saville","2013-09-24 16:56:17.018000000",2,1
"64774","platform/frameworks/opt/telephony","Naveen K","Deckard Autoverifier","2013-09-05 00:35:59.062000000",0,-1
"64774","platform/frameworks/opt/telephony","Naveen K","Wink Saville","2013-09-05 18:13:29.900000000",0,0
"64774","platform/frameworks/opt/telephony","Naveen K","Yashdev Singh","2013-10-08 00:16:01.812000000",0,0
"64774","platform/frameworks/opt/telephony","Naveen K","Deckard Autoverifier","2013-10-08 22:22:45.141000000",0,-1
"64774","platform/frameworks/opt/telephony","Naveen K","Yashdev Singh","2013-10-10 00:02:41.944000000",0,0
"64774","platform/frameworks/opt/telephony","Naveen K","Deckard Autoverifier","2013-12-28 03:30:42.748000000",0,-1
"64774","platform/frameworks/opt/telephony","Naveen K","Wink Saville","2014-01-14 22:45:12.758000000",-1,0
"64774","platform/frameworks/opt/telephony","Naveen K","Deckard Autoverifier","2014-02-01 22:26:43.356000000",0,1
"64774","platform/frameworks/opt/telephony","Naveen K","Wink Saville","2014-02-13 23:37:59.765000000",2,0
"64796","platform/frameworks/opt/telephony","Chris Lei","Deckard Autoverifier","2013-09-05 06:09:47.837000000",0,1
"64796","platform/frameworks/opt/telephony","Chris Lei","Deckard Autoverifier","2013-09-06 05:35:23.576000000",0,-1
"64796","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-09-07 01:02:39.340000000",1,0
"64796","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-09-09 18:03:01.911000000",2,1
"64796","platform/frameworks/opt/telephony","Chris Lei","Deckard Autoverifier","2013-09-09 18:03:20.042000000",0,0
"65150","platform/packages/apps/Settings","Elliott Hughes","Deckard Autoverifier","2013-09-11 04:54:19.766000000",0,-1
"65150","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-09-11 05:06:17.430000000",0,1
"65150","platform/packages/apps/Settings","Elliott Hughes","Deckard Autoverifier","2013-09-11 05:07:08.379000000",0,0
"65150","platform/packages/apps/Settings","Elliott Hughes","Elliott Hughes","2013-09-13 21:55:57.284000000",0,0
"65150","platform/packages/apps/Settings","Elliott Hughes","Amith Yamasani","2013-09-13 22:53:54.040000000",2,0
"65150","platform/packages/apps/Settings","Elliott Hughes","伟超 张","2013-11-04 15:48:42.777000000",0,0
"65180","platform/frameworks/opt/telephony","David Pursehouse","Deckard Autoverifier","2013-09-11 08:36:23.115000000",0,1
"65180","platform/frameworks/opt/telephony","David Pursehouse","Deckard Autoverifier","2013-12-30 21:02:43.766000000",0,1
"65180","platform/frameworks/opt/telephony","David Pursehouse","Deckard Autoverifier","2014-02-16 09:57:38.459000000",0,1
"65180","platform/frameworks/opt/telephony","David Pursehouse","Deckard Autoverifier","2014-03-02 13:19:26.860000000",0,1
"65180","platform/frameworks/opt/telephony","David Pursehouse","David Pursehouse","2014-03-25 23:23:29.023000000",0,0
"65180","platform/frameworks/opt/telephony","David Pursehouse","Wink Saville","2014-03-25 23:46:14.393000000",-1,0
"65180","platform/frameworks/opt/telephony","David Pursehouse","David Pursehouse","2014-03-26 00:14:51.961000000",0,0
"65180","platform/frameworks/opt/telephony","David Pursehouse","Abhishek Adappa","2014-03-26 01:31:41.644000000",1,0
"65180","platform/frameworks/opt/telephony","David Pursehouse","Wink Saville","2014-03-26 01:33:21.179000000",2,1
"65188","platform/frameworks/opt/telephony","sandeep kunta","Deckard Autoverifier","2013-09-11 23:00:17.074000000",0,1
"65188","platform/frameworks/opt/telephony","sandeep kunta","Abhishek Adappa","2013-10-28 18:33:36.905000000",1,0
"65188","platform/frameworks/opt/telephony","sandeep kunta","Deckard Autoverifier","2014-03-17 01:04:19.919000000",0,1
